numero_proyecto,fecha_ingreso,iniciativa,proyecto_suma,numero_ley,fecha_publicacion
16000-13,2023-06-06,Mensaje,Establece un aporte extraordinario para incrementar el Bono Invierno 2023,21584,2023-06-22
15647-15,2023-01-04,Moción,"Modifica la ley N°18.290, de Tránsito, para habilitar una prórroga progresiva en la renovación de las licencias de conducir",21579,2023-06-16
13982-25,2020-12-28,Mensaje,"Actualiza los delitos que sancionan la delincuencia organizada, aplica comiso de ganancias y establece técnicas especiales para su investigación",21577,2023-06-15
14481-03,2021-07-21,Moción,Modifica la Ley General de Cooperativas para regular las multas que afecten a las cooperativas que no califiquen como de importancia económica en el régimen sancionatorio de multas.,21576,2023-06-13
15864-13,2023-04-24,Mensaje,"Reajusta el monto del ingreso mínimo mensual, aumenta el universo de beneficiarios y beneficiarias de la asignación familiar y maternal, y extiende el ingreso mínimo garantizado y el subsidio temporal a las micro, pequeñas y medianas empresas en la forma que indica",21578,2023-05-30
11140-12,2017-03-09,Moción,"Modifica la ley N° 19.300, sobre Bases Generales del Medio Ambiente, con el objeto de establecer restricciones a la tramitación de proyectos en zonas declaradas latentes o saturadas",21562,2023-05-29
15663-22,2023-01-11,Moción,Modifica la Ley General de Bancos para asignar a Bomberos de Chile las acreencias a que ella se refiere,21572,2023-05-24
11915-07,2018-07-12,Moción,"Modifica la ley N° 20.000, que Sustituye la ley Nº 19.366, que Sanciona el Tráfico Ilícito de Estupefacientes y Sustancias Sicotrópicas, para tipificar el delito de suministración de drogas a una persona, sin su consentimiento o conocimiento",21575,2023-05-23
13588-07,2020-06-16,Mensaje,"Modifica diversos cuerpos legales con el objeto de mejorar la persecución del narcotráfico y crimen organizado, regular el destino de los bienes incautados en esos delitos y fortalecer las instituciones de rehabilitación y reinserción social",21575,2023-05-23
12668-07,2019-05-28,Moción,"Modifica la ley N° 20.000, que Sanciona el tráfico ilícito de estupefacientes y sustancias sicotrópicas, en materia de persecución y sanción del tráfico de drogas en pequeñas cantidades",21575,2023-05-23
12776-07,2019-07-09,Moción,"Dispone la extinción del dominio sobre los productos e instrumentos del delito, en los casos y en la forma que indica",21575,2023-05-23
15344-11,2022-09-13,Moción,"Modifica el D.F.L N° 1, que fija texto refundido, coordinado y sistematizado del Decreto Ley N° 2.763, de 1979 y de las leyes N° 18.933 y N° 18.469, con el objeto de modificar el nombre del Servicio de Salud de Valdivia.",21566,2023-05-11
15559-07,2022-12-12,Mensaje,"Modifica el Código Penal para sancionar la conspiración para cometer el delito de homicidio calificado por premio, promesa remuneratoria o ánimo de lucro",21571,2023-05-11
15551-11,2022-12-05,Mensaje,"Modifica el D.F.L N° 1, de 2005, del Ministerio de Salud, que fija texto refundido, coordinado y sistematizado del D.L N° 2.763, de 1979 y de las leyes N° 18.933 y N° 18.469, en cuanto a las denominaciones de los Servicios de Salud",21566,2023-05-11
13802-03,2020-09-22,Mensaje,"Moderniza los procedimientos concursales contemplados en la ley N°20.720, y crea nuevos procedimientos para micro y pequeñas empresas",21563,2023-05-10
15567-29,2022-12-13,Mensaje,"Deroga la ley N° 8.834, de 1947, y regula beneficios para promover la realización en Chile de eventos deportivos oficiales de relevancia internacional",21564,2023-05-09
14013-34,2021-01-15,Moción,Establece un régimen de protección y reparación integral en favor de las víctimas de femicidio y sus familias,21565,2023-05-09
15432-14,2022-10-18,Moción,"Renueva la vigencia de la ley N° 21.031, que establece un procedimiento simplificado para la regularización de edificaciones de Bomberos de Chile.",21570,2023-05-06
15793-05,2023-04-05,Mensaje,"Modifica la ley N°21.516, de Presupuesto de Ingresos y Gastos del Sector Público para el año 2023, y el DFL N°262, de 1977, del Ministerio de Hacienda, que Aprueba el Reglamento de Viáticos para el Personal de la Administración Pública",21573,2023-05-04
15821-07,2023-04-12,Moción,"Modifica la Carta Fundamental, en materia de paridad en el Consejo Constitucional",21574,2023-05-04
15438-06,2022-10-19,Moción,Modifica la Carta Fundamental en materia de regulación migratoria.,21568,2023-05-03
15823-06,2023-04-12,Moción,"Extiende la validez de los documentos de identidad que señala, para el solo efecto de identificar a los electores en las elecciones o plebiscitos que se realicen el periodo que indica",21569,2023-05-03
15824-06,2023-04-12,Mensaje,Permite el uso de cédulas de identidad y pasaportes que señala para efectos de identificar a los electores en las elecciones y plebiscitos que indica,21569,2023-05-03
15270-06,2022-08-10,Moción,"Modifica la ley N°20.931, para ampliar las facultades de control policial para efectos de aplicar las medidas establecidas en la ley N°21.325, de migración y extranjería",21567,2023-04-29
14258-11,2021-05-19,Moción,"Que regula el acceso a servicios sanitarios y atención preferente a personas con enfermedad inflamatoria intestinal, promueve su conocimiento y la no discriminación.",21559,2023-04-28
11179-13,2017-03-08,Moción,Modifica el Código del Trabajo con el objeto de reducir la jornada laboral,21561,2023-04-26
15552-14,2022-12-09,Mensaje,Modifica diversos cuerpos normativos para adecuarlos al plan de emergencia habitacional y facilitar la ejecución de obras urbanas,21558,2023-04-25
15265-08,2022-08-09,Mensaje,"Modifica la ley N°19.993, con el objeto de permitir que el tratamiento de los productos de la pequeña y mediana minería de Enami pueda realizarse por Codelco en instalaciones distintas de la Fundición Ventanas",21546,2023-04-20
15474-11,2022-10-26,Moción,"Modifica el decreto con fuerza de ley N° 1, de 2006, del Ministerio de Salud, que fija el texto refundido, coordinado y sistematizado del decreto ley N° 2.763, de 1979 y de las leyes N° 18.933 y N° 18.469, con el objeto de eximir del requisito de orden médica a quienes soliciten la realización del examen preventivo de mamografía.",21551,2023-04-19
11934-15,2018-07-20,Mensaje,Regula a las aplicaciones de transporte remunerado de pasajeros y los servicios que a través de ellas se presten,21553,2023-04-19
14475-06,2021-07-12,Moción,"Faculta a los concejos municipales para celebrar convenios de pago de deudas por concepto de aseo domiciliario; condonar total o parcialmente los intereses y multas devengados, y rebajar o eximir del pago de derechos a ciertas personas, por el tiempo que indica",21554,2023-04-18
10858-06,2016-08-16,Moción,"Entrega facilidades de pago para los derechos de aseo municipal y faculta al Servicio de Tesorerías su cobro, en los casos que indica",21554,2023-04-18
14797-06,2022-01-06,Mensaje,"Entrega facilidades de pago para los derechos de aseo municipal y faculta al Servicio de Tesorerías su cobro, en los casos que indica",21554,2023-04-18
11889-06,2018-07-03,Moción,Concede al Concejo Municipal facultades para convenir el pago en cuotas del derecho por servicios de aseo domiciliario y para condonar la deuda por dicho concepto,21554,2023-04-18
14252-06,2021-05-17,Moción,"Faculta a los concejos municipales para celebrar convenios, y condonar total o parcialmente las deudas contraídas en virtud del no pago de derechos de aseo municipales, con ocasión del estado de excepción constitucional de catástrofe, decretado a causa del Covid-19",21554,2023-04-18
15317-07,2022-08-31,Moción,"Modifica el D.L. N° 2.460, de 1979, que dicta Ley Orgánica de Policía de Investigaciones de Chile, en lo referente a su labor investigativa especializada.",21552,2023-04-14
15560-07,2022-12-12,Mensaje,"Modifica la ley N°17.798, sobre control de armas, para aumentar la pena del delito de porte de armas en lugares altamente concurridos",21556,2023-04-10
14870-25,2022-03-23,Moción,Modifica textos legales que indica para fortalecer y proteger el ejercicio de la función policial y de Gendarmería de Chile,21560,2023-04-10
9252-15,2014-01-28,Mensaje,Crea un Sistema de Tratamiento Automatizado de Infracciones del Tránsito y modifica las leyes N° 18.287 y N° 18.290,21549,2023-04-10
15558-07,2022-12-12,Mensaje,Modifica el Código Penal para agravar la pena del delito de secuestro en el caso que indica,21557,2023-04-10
15561-07,2022-12-12,Mensaje,Refuerza las competencias de Gendarmería de Chile y crea un delito general de extorsión,21555,2023-04-10
12697-15,2019-06-11,Moción,Establece un sitio electrónico unificado de tarifas y peajes correspondientes al uso de distintas autopistas y consagra un beneficio para los usuarios que indica,21547,2023-03-30
15665-05,2023-01-16,Mensaje,"Impulsa medidas para la seguridad económica, incluyendo un aporte extraordinario para duplicar el Aporte Familiar Permanente en 2023; un incremento permanente en la Asignación Familiar y Maternal y en el Subsidio Único Familiar, y su automatización para las personas que indica, y la creación del Bolsillo Familiar Electrónico",21550,2023-03-25
13375-11,2020-03-31,Moción,Proyecto de ley que autoriza a los prestadores de salud para efectuar atenciones mediante telemedicina.,21541,2023-03-17
14310-35,2021-06-15,Moción,"Establece la promoción de la inclusión, la atención integral y la protección de los derechos de las personas con trastorno del espectro autista en el ámbito social, de salud y de educación",21545,2023-03-10
14549-35,2021-08-19,Moción,Promueve el derecho a la protección de la salud de personas del espectro autista y condiciones similares del neurodesarrollo,21545,2023-03-10
15637-05,2023-01-04,Mensaje,"Repone el tratamiento tributario para los contratos de arrendamiento con opción de compra de bienes que impliquen una operación de financiamiento o leasing financieros, previo a la ley N°21.420, que reduce o elimina exenciones tributarias",21540,2023-02-15
15016-15,2022-05-25,Moción,"Modifica la ley N°18.290, de Tránsito, para suprimir la excepción a la exigencia de patente única para la circulación de vehículos nuevos adquiridos en Chile",21539,2023-02-13
15654-05,2023-01-09,Mensaje,Crea un Fondo de Garantías Especiales,21543,2023-02-13
14746-11,2021-12-13,Moción,Crea ley de fibromialgia y dolores crónicos no oncológicos,21531,2023-02-10
15153-04,2022-07-04,Mensaje,Modifica y complementa las normas que indica respecto del sistema educativo,21544,2023-02-09
15219-07,2022-07-29,Moción,"Modifica la Carta Fundamental con el objeto de permitir la protección de infraestructura crítica por parte de las Fuerzas Armadas, en caso de peligro grave o inminente.",21542,2023-02-03
14943-11,2022-04-14,Moción,"Establece un derecho a descanso reparatorio para trabajadores de la salud del sector privado, como reconocimiento a su labor durante la pandemia de Covid-19, en las condiciones y con los efectos que señala",21530,2023-02-02
11571-21,2018-01-11,Moción,"Modifica la ley N°18.892, General de Pesca y Acuicultura, en materia de prohibición de captura de especies salmonídeas provenientes de cultivos de acuicultura",21532,2023-01-31
14266-06,2021-05-25,Moción,Sobre publicidad de las sesiones de los Consejos Regionales y Concejos Municipales.,21534,2023-01-31
15188-07,2022-07-13,Moción,"Sustituye el artículo 66 de la Carta Fundamental, en relación con los quórums necesarios para la aprobación, modificación o derogación de las normas legales que se indican.",21535,2023-01-27
15207-07,2022-07-19,Moción,Modifica la Carta Fundamental en materia de quórums de aprobación de normas legales y de reforma constitucional.,21535,2023-01-27
15511-08,2022-11-23,Mensaje,"Pospone, para el sector minero, los efectos de la ley N°21.420, que reduce o elimina exenciones tributarias que indica",21536,2023-01-26
15625-13,2022-12-30,Mensaje,"Modifica la ley N°21.419, que crea la Pensión Garantizada Universal y modifica los cuerpos legales que indica",21538,2023-01-26
15586-05,2022-12-19,Mensaje,"Modifica el Mecanismo de Estabilización de Precios de los Combustibles para evitar fluctuaciones semanales, y extiende el beneficio de reintegro parcial del impuesto específico a los combustibles para transportistas de carga",21537,2023-01-24
14500-11,2021-08-02,Moción,"Declara el 26 de junio de cada año como el Día Nacional de Concientización sobre la Esclerosis Múltiple, de la Esclerosis Lateral Amiotrófica y de otras Enfermedades Desmielinizantes",21528,2023-01-24
15120-17,2022-06-28,Moción,"Concede nacionalidad, por especial gracia, al destacado deportista señor Santiago Adolfo Ford Romero.",21517,2023-01-21
